x0,x1,x2,x3,x4,x5,x6,x7,y
5,11.0,11.0,A3,,A284,691.0,794.0,-12.0
5,2.0,19.0,A12,A13,A74,1215.0,1364.0,
5,4.0,3.0,A12,A14,A21,1014.0,1085.0,-4.0
5,7.0,2.0,A0,,A26,1255.0,1330.0,29.0
5,7.0,7.0,A3,,A345,551.0,651.0,-2.0
5,5.0,19.0,A0,A2,A56,630.0,740.0,-5.0
5,8.0,23.0,A1,A10,A133,507.0,671.0,-9.0
5,6.0,11.0,A6,A13,A56,595.0,743.0,-5.0
5,10.0,9.0,A0,A310,A178,850.0,915.0,0.0
5,8.0,27.0,A12,A6,A55,1160.0,,
5,1.0,5.0,A0,,A103,845.0,900.0,9.0
5,1.0,11.0,A7,A60,A69,1335.0,1382.0,-8.0
5,7.0,20.0,A9,A52,A346,1360.0,106.0,-9.0
5,12.0,7.0,A2,A58,A29,1065.0,1191.0,-24.0
5,12.0,13.0,A3,A132,A10,801.0,1019.0,-23.0
5,5.0,7.0,A2,,A8,1112.0,1242.0,46.0
5,6.0,16.0,A9,A52,A79,1310.0,1367.0,-1236.0
5,4.0,20.0,A4,A249,A86,560.0,697.0,-17.0
5,2.0,18.0,A0,A28,A0,475.0,510.0,-21.0
5,5.0,3.0,A1,A5,A14,1020.0,,-35.0
5,3.0,15.0,A3,A6,A36,775.0,1005.0,3.0
5,9.0,10.0,A6,,A52,780.0,885.0,-14.0
5,9.0,20.0,A4,A89,A21,549.0,,-16.0
5,3.0,27.0,A11,A31,A31,807.0,844.0,10.0
5,8.0,12.0,A0,A51,A80,355.0,430.0,-13.0
5,11.0,19.0,A0,A101,A29,665.0,775.0,-10.0
5,4.0,6.0,A1,A5,A55,995.0,1078.0,-7.0
5,3.0,3.0,A2,,A29,525.0,,-15.0
5,8.0,23.0,A6,A7,A19,597.0,951.0,-5.0
5,12.0,26.0,A12,A61,A137,1070.0,1263.0,-29.0
5,9.0,8.0,A8,A19,A23,1000.0,1165.0,6.0
5,7.0,16.0,A5,A14,A69,635.0,730.0,-9.0
5,12.0,25.0,A9,,A52,673.0,884.0,-7.0
5,12.0,29.0,A12,A6,A56,1089.0,1268.0,42.0
5,8.0,11.0,A3,A259,A44,360.0,461.0,-3.0
5,12.0,20.0,A0,A35,A98,510.0,625.0,-11.0
5,8.0,23.0,A0,A16,A80,475.0,560.0,0.0
5,8.0,24.0,A0,A37,A14,1315.0,,
5,6.0,1.0,A4,A155,A0,422.0,495.0,-6.0
5,10.0,17.0,A2,A92,A347,1320.0,1401.0,-18.0
5,10.0,5.0,A3,A357,A106,675.0,833.0,8.0
5,8.0,24.0,A0,A43,A29,1015.0,1195.0,-5.0
5,6.0,4.0,A0,A11,A103,870.0,1160.0,22.0
5,12.0,23.0,A4,A48,A249,915.0,965.0,39.0
5,6.0,18.0,A0,A65,A41,910.0,955.0,18.0
5,8.0,12.0,A6,A61,A78,1080.0,1170.0,13.0
5,3.0,18.0,A4,A155,A21,1169.0,,1.0
5,12.0,8.0,A0,A197,A4,1195.0,1330.0,-6.0
5,11.0,2.0,A9,A6,A41,1265.0,1332.0,-1268.0
5,6.0,17.0,A0,A16,A67,705.0,805.0,2.0
5,6.0,2.0,A0,A54,A5,1165.0,1225.0,57.0
5,4.0,10.0,A3,A122,A52,870.0,993.0,151.0
5,8.0,24.0,A8,A10,A56,530.0,719.0,-4.0
5,3.0,31.0,A2,A9,A87,862.0,949.0,-16.0
5,3.0,27.0,A3,A57,A19,1137.0,1195.0,-5.0
5,6.0,2.0,A3,A6,A60,790.0,1013.0,15.0
5,8.0,24.0,A1,A16,A46,977.0,1139.0,-1.0
5,9.0,28.0,A1,,A74,805.0,957.0,-7.0
5,10.0,4.0,A12,A74,A261,1131.0,1209.0,2.0
5,1.0,18.0,A5,A36,A16,537.0,600.0,-22.0
5,5.0,16.0,A2,A45,A29,609.0,910.0,-4.0
5,10.0,16.0,A5,A41,A243,752.0,872.0,-7.0
5,6.0,14.0,A7,A52,A78,1165.0,1326.0,-17.0
5,12.0,10.0,A6,A66,A78,670.0,1123.0,-10.0
5,3.0,15.0,A1,A5,A137,990.0,1219.0,2.0
5,6.0,4.0,A6,A40,A39,850.0,1003.0,18.0
5,3.0,16.0,A4,,A45,715.0,767.0,-12.0
5,2.0,24.0,A0,A35,A74,740.0,815.0,-10.0
5,3.0,12.0,A6,,A29,935.0,1364.0,26.0
5,6.0,13.0,A3,A6,A148,547.0,652.0,-4.0
5,2.0,20.0,A7,A86,A79,955.0,1122.0,-4.0
5,8.0,11.0,A0,A37,A92,820.0,1015.0,-21.0
5,10.0,8.0,A5,A111,A348,510.0,640.0,-20.0
5,4.0,19.0,A9,,A29,904.0,,-6.0
5,11.0,9.0,A6,A9,A18,420.0,494.0,0.0
5,3.0,17.0,A6,A25,A19,765.0,957.0,-24.0
5,11.0,15.0,A3,A13,A349,1265.0,1406.0,7.0
5,5.0,20.0,A2,A46,A29,370.0,758.0,-12.0
5,4.0,29.0,A3,A87,A16,983.0,1028.0,-12.0
5,8.0,19.0,A2,A9,A62,1165.0,1174.0,32.0
5,11.0,8.0,A0,A20,A0,750.0,825.0,-3.0
5,9.0,3.0,A3,A9,A323,932.0,987.0,85.0
5,12.0,23.0,A4,A68,A0,1297.0,1355.0,78.0
5,3.0,29.0,A13,A40,A46,365.0,540.0,-17.0
5,9.0,5.0,A0,A58,A55,710.0,795.0,-8.0
5,9.0,25.0,A3,A13,A20,1350.0,1406.0,-14.0
5,11.0,6.0,A2,A126,A29,445.0,582.0,-10.0
5,10.0,4.0,A0,A273,A34,1175.0,1250.0,50.0
5,8.0,13.0,A0,A37,A49,1140.0,1350.0,-17.0
5,8.0,25.0,A1,A34,A55,540.0,615.0,9.0
5,12.0,30.0,A2,A9,A88,820.0,888.0,21.0
5,2.0,9.0,A7,A86,A137,460.0,667.0,-1.0
5,1.0,4.0,A2,A86,A29,1080.0,1237.0,138.0
5,3.0,17.0,A6,A97,A19,484.0,560.0,-10.0
5,5.0,25.0,A0,A15,A103,600.0,660.0,-7.0
5,9.0,5.0,A0,A96,A55,450.0,565.0,-5.0
5,2.0,23.0,A7,A86,A59,950.0,1126.0,-5.0
5,11.0,20.0,A0,A55,A98,1040.0,1140.0,-12.0
5,8.0,23.0,A0,A19,A26,785.0,870.0,13.0
5,2.0,18.0,A6,A40,A16,765.0,914.0,-5.0
5,2.0,15.0,A1,A114,A46,633.0,797.0,28.0
5,4.0,13.0,A5,,A16,915.0,927.0,-19.0
5,9.0,15.0,A0,A17,A46,640.0,905.0,-15.0
5,2.0,6.0,A4,,A55,380.0,575.0,8.0
5,1.0,20.0,A0,A17,A5,510.0,725.0,-22.0
5,3.0,27.0,A7,A86,A36,970.0,1049.0,-8.0
5,6.0,15.0,A2,A9,A27,935.0,1025.0,-19.0
5,12.0,4.0,A6,A14,A9,910.0,1135.0,-5.0
5,1.0,13.0,A6,A14,A8,885.0,1026.0,-7.0
5,11.0,12.0,A0,A26,A37,985.0,1055.0,9.0
5,1.0,22.0,A5,A50,A16,1060.0,1058.0,4.0
5,2.0,13.0,A0,A37,A11,525.0,695.0,-25.0
5,8.0,3.0,A8,A7,A35,740.0,900.0,6.0
5,9.0,3.0,A12,A13,A98,756.0,833.0,11.0
5,1.0,4.0,A7,A114,A18,500.0,615.0,13.0
5,1.0,12.0,A0,A28,A47,1245.0,1255.0,32.0
5,1.0,15.0,A0,A56,A11,975.0,1060.0,1.0
5,2.0,25.0,A3,A9,A318,629.0,702.0,-2.0
5,12.0,4.0,A0,A128,A103,405.0,540.0,-37.0
5,6.0,1.0,A2,A66,A8,810.0,1119.0,-11.0
5,12.0,21.0,A1,A10,A171,865.0,1069.0,20.0
5,6.0,9.0,A12,A6,A9,775.0,990.0,179.0
5,11.0,29.0,A0,A58,A170,1370.0,,
5,2.0,19.0,A0,A62,A103,1250.0,1315.0,-7.0
5,3.0,1.0,A3,A6,A4,935.0,1149.0,7.0
5,3.0,15.0,A4,A30,A350,1350.0,1420.0,-18.0
5,5.0,9.0,A2,A24,A5,1195.0,,7.0
5,2.0,7.0,A3,,A208,1239.0,1291.0,-11.0
5,9.0,1.0,A0,A226,A49,880.0,1010.0,-10.0
5,3.0,16.0,A1,A56,A28,1252.0,,1.0
5,10.0,31.0,A6,A105,A112,315.0,380.0,-8.0
5,10.0,18.0,A2,A44,A106,495.0,907.0,-12.0
5,3.0,1.0,A2,,A5,480.0,593.0,3.0
5,12.0,10.0,A4,A48,A7,835.0,910.0,4.0
5,7.0,13.0,A2,,A29,440.0,544.0,1.0
5,9.0,13.0,A0,A197,A67,1270.0,1400.0,-15.0
5,3.0,3.0,A11,A69,A99,596.0,647.0,-7.0
5,2.0,12.0,A12,A54,A44,724.0,812.0,13.0
5,4.0,2.0,A8,A7,A79,510.0,997.0,-4.0
5,8.0,22.0,A0,,A49,535.0,735.0,-16.0
5,4.0,29.0,A4,A288,A21,360.0,442.0,-25.0
5,6.0,15.0,A1,A103,A119,1182.0,1439.0,
5,6.0,27.0,A12,,A163,1022.0,1182.0,-17.0
5,7.0,2.0,A1,A52,A39,559.0,705.0,-11.0
5,2.0,10.0,A5,A358,A19,440.0,520.0,-5.0
5,6.0,12.0,A4,A48,A351,1311.0,1362.0,-7.0
5,2.0,25.0,A4,A20,A0,573.0,659.0,5.0
5,1.0,13.0,A3,A97,A44,913.0,1011.0,2.0
5,7.0,11.0,A11,A31,A191,715.0,747.0,-3.0
5,3.0,17.0,A11,A69,A0,1330.0,380.0,-13.0
5,1.0,14.0,A10,A30,A41,1190.0,1280.0,-2.0
5,12.0,1.0,A6,A40,A8,1219.0,1396.0,-1.0
5,5.0,13.0,A3,A162,A44,861.0,960.0,52.0
5,10.0,27.0,A6,A130,A89,480.0,562.0,-3.0
5,9.0,15.0,A3,A13,A218,1260.0,1412.0,-12.0
5,11.0,15.0,A3,A59,A29,1050.0,1097.0,1.0
5,9.0,23.0,A0,A153,A80,370.0,420.0,-1.0
5,11.0,24.0,A6,A16,A18,510.0,,-16.0
5,6.0,16.0,A0,A86,A21,1120.0,1270.0,19.0
5,4.0,15.0,A2,A12,A57,785.0,867.0,-5.0
5,1.0,17.0,A5,A314,A19,360.0,440.0,-7.0
5,8.0,13.0,A3,A215,A44,1037.0,,-15.0
5,8.0,11.0,A6,A60,A41,1200.0,1295.0,43.0
5,1.0,8.0,A4,A45,A160,665.0,,-5.0
5,4.0,28.0,A11,A69,A104,571.0,608.0,-2.0
5,1.0,26.0,A0,A82,A41,1040.0,1100.0,50.0
5,9.0,17.0,A0,A2,A47,745.0,820.0,-3.0
5,5.0,16.0,A6,A128,A19,350.0,478.0,-6.0
5,3.0,27.0,A3,,A29,862.0,979.0,-15.0
5,9.0,20.0,A12,A7,A16,1394.0,303.0,-16.0
5,1.0,17.0,A13,A45,A29,535.0,819.0,-14.0
5,8.0,21.0,A4,A4,A15,1030.0,1083.0,-8.0
5,6.0,9.0,A4,A29,A21,793.0,886.0,-7.0
5,2.0,3.0,A5,A359,A19,961.0,1005.0,-15.0
5,1.0,4.0,A2,A9,A192,900.0,995.0,2.0
5,8.0,7.0,A0,A174,A49,395.0,570.0,-16.0
5,9.0,23.0,A3,A191,A44,1028.0,1092.0,-17.0
5,3.0,23.0,A0,A15,A74,500.0,565.0,-6.0
5,5.0,14.0,A6,A14,A18,1125.0,1346.0,0.0
5,9.0,23.0,A5,A13,A38,715.0,883.0,-17.0
5,9.0,28.0,A6,A40,A19,925.0,1061.0,-16.0
5,12.0,30.0,A5,,A57,1014.0,1110.0,36.0
5,7.0,28.0,A12,A30,A44,732.0,1092.0,8.0
5,6.0,16.0,A0,A66,A37,895.0,1360.0,19.0
5,5.0,12.0,A12,A34,A41,526.0,675.0,-12.0
5,5.0,3.0,A2,A125,A23,375.0,535.0,-23.0
5,3.0,22.0,A12,A45,A19,1327.0,67.0,
5,2.0,14.0,A0,A2,A41,1105.0,1185.0,-12.0
5,6.0,4.0,A4,,A277,1315.0,1367.0,-3.0
5,2.0,21.0,A6,A35,A16,662.0,820.0,-28.0
5,3.0,17.0,A4,,A16,400.0,472.0,5.0
5,9.0,19.0,A6,A10,A0,610.0,818.0,-9.0
5,4.0,17.0,A0,A24,A30,410.0,420.0,-14.0
5,3.0,27.0,A12,A34,A55,873.0,937.0,0.0
5,6.0,12.0,A4,A2,A0,1160.0,1258.0,14.0
5,3.0,5.0,A0,A37,A78,420.0,595.0,-2.0
5,9.0,13.0,A2,A16,A29,380.0,,-15.0
5,2.0,14.0,A6,A14,A144,650.0,737.0,-20.0
5,12.0,25.0,A2,A48,A47,1010.0,1057.0,-14.0
5,1.0,15.0,A6,A40,A41,565.0,728.0,-7.0
5,3.0,27.0,A8,A31,A56,750.0,1265.0,-2.0
5,5.0,8.0,A6,A14,A69,1315.0,1407.0,
5,7.0,7.0,A2,A48,A35,902.0,953.0,5.0
5,5.0,9.0,A4,A360,A137,387.0,470.0,-12.0
5,10.0,28.0,A4,A334,A131,1139.0,1253.0,52.0
5,6.0,25.0,A2,A9,A56,825.0,969.0,36.0
5,1.0,14.0,A10,A81,A103,450.0,600.0,14.0
5,3.0,26.0,A6,A14,A331,785.0,853.0,-16.0
5,1.0,3.0,A6,A69,A0,1315.0,315.0,20.0
5,8.0,5.0,A6,,A39,430.0,566.0,-5.0
5,2.0,19.0,A3,A9,A323,1249.0,1306.0,16.0
5,10.0,25.0,A12,A74,A329,1224.0,1386.0,-19.0
5,4.0,6.0,A0,A88,A37,365.0,460.0,-14.0
5,2.0,24.0,A4,A361,A21,1044.0,1115.0,-21.0
5,3.0,11.0,A5,A223,A16,711.0,745.0,7.0
5,4.0,26.0,A0,,A195,770.0,820.0,-6.0
5,8.0,4.0,A2,A16,A46,1195.0,1358.0,-6.0
5,3.0,6.0,A0,,A21,925.0,1025.0,-1.0
5,8.0,19.0,A0,A65,A41,350.0,400.0,-12.0
5,4.0,28.0,A6,,A9,1025.0,1235.0,1.0
5,5.0,27.0,A10,A30,A0,1180.0,1265.0,-24.0
5,6.0,17.0,A4,A30,A7,1140.0,1302.0,-9.0
5,11.0,8.0,A0,,A11,620.0,710.0,-10.0
5,3.0,28.0,A3,,A44,560.0,639.0,-5.0
5,12.0,6.0,A0,A11,A11,890.0,970.0,4.0
5,6.0,23.0,A3,A9,A283,884.0,927.0,-20.0
5,7.0,13.0,A3,A34,A179,1289.0,1360.0,11.0
5,1.0,9.0,A5,,A28,890.0,965.0,121.0
5,11.0,1.0,A6,A53,A45,1425.0,511.0,-25.0
5,3.0,9.0,A3,A14,A140,1305.0,1350.0,79.0
5,7.0,4.0,A4,A4,A157,815.0,898.0,-15.0
5,1.0,29.0,A1,A2,A2,1196.0,1272.0,-13.0
5,1.0,7.0,A11,A304,A31,633.0,684.0,-5.0
5,12.0,14.0,A6,A13,A41,601.0,721.0,-13.0
5,8.0,24.0,A2,A10,A52,993.0,1129.0,91.0
5,7.0,26.0,A6,A28,A18,600.0,1028.0,10.0
5,12.0,7.0,A9,,A44,480.0,782.0,4.0
5,10.0,7.0,A6,A199,A82,825.0,937.0,-8.0
5,1.0,19.0,A11,A20,A31,575.0,790.0,-11.0
5,10.0,21.0,A0,A123,A76,1125.0,1295.0,-15.0
5,10.0,26.0,A3,A110,A352,764.0,776.0,238.0
5,10.0,7.0,A4,A74,A353,1181.0,1368.0,-7.0
5,9.0,26.0,A6,A28,A78,420.0,871.0,4.0
5,5.0,5.0,A0,A10,A30,1210.0,1310.0,3.0
5,9.0,5.0,A5,A81,A60,505.0,581.0,-9.0
5,10.0,16.0,A6,,A234,420.0,767.0,-4.0
5,1.0,8.0,A5,A215,A19,870.0,960.0,44.0
5,2.0,9.0,A6,A35,A19,722.0,785.0,-9.0
5,1.0,26.0,A4,A48,A16,675.0,927.0,-16.0
5,8.0,23.0,A3,A314,A44,410.0,483.0,-5.0
5,5.0,29.0,A1,A10,A137,503.0,723.0,13.0
5,4.0,2.0,A2,A4,A52,550.0,999.0,-37.0
5,10.0,13.0,A9,A110,A1,360.0,440.0,3.0
5,9.0,15.0,A12,A30,A16,1100.0,,
5,6.0,4.0,A12,A5,A137,362.0,560.0,-16.0
5,8.0,20.0,A4,A76,A52,1180.0,1254.0,-1.0
5,7.0,1.0,A10,A10,A137,445.0,655.0,70.0
5,11.0,12.0,A0,A2,A35,1075.0,1155.0,12.0
5,8.0,26.0,A8,,A119,1000.0,,12.0
5,2.0,20.0,A2,A154,A8,480.0,550.0,-21.0
5,9.0,18.0,A9,A25,A5,650.0,835.0,10.0
5,9.0,24.0,A6,A362,A18,480.0,629.0,-15.0
5,11.0,1.0,A0,A45,A56,1340.0,,
5,3.0,25.0,A8,A31,A26,660.0,1138.0,-19.0
5,4.0,15.0,A2,A2,A23,823.0,976.0,14.0
5,10.0,17.0,A6,A205,A268,1040.0,1240.0,-25.0
5,3.0,23.0,A0,A15,A103,900.0,960.0,53.0
5,4.0,17.0,A0,A66,A37,575.0,1030.0,46.0
5,2.0,2.0,A6,A34,A19,995.0,1180.0,-3.0
5,4.0,7.0,A7,A30,A18,665.0,1150.0,-16.0
5,2.0,20.0,A2,A60,A29,870.0,953.0,5.0
5,2.0,12.0,A8,A56,A56,605.0,780.0,-15.0
5,10.0,2.0,A0,A283,A342,740.0,815.0,-1.0
5,11.0,8.0,A2,,A23,729.0,870.0,-2.0
5,10.0,11.0,A12,A1,A34,1148.0,1338.0,2.0
5,12.0,16.0,A4,A12,A16,1040.0,1130.0,48.0
5,11.0,8.0,A12,,A59,971.0,1168.0,-10.0
5,1.0,9.0,A0,A4,A160,1070.0,1135.0,10.0
5,5.0,28.0,A7,,A36,1330.0,1409.0,-5.0
5,2.0,24.0,A9,A16,A52,670.0,829.0,-3.0
5,2.0,16.0,A0,A56,A21,790.0,985.0,27.0
5,5.0,24.0,A5,A13,A38,1115.0,,9.0
5,8.0,18.0,A0,A17,A207,995.0,1065.0,21.0
5,2.0,20.0,A4,A294,A21,621.0,727.0,-35.0
5,8.0,19.0,A6,A14,A35,735.0,807.0,54.0
5,9.0,8.0,A6,A14,A13,1305.0,1372.0,-15.0
5,12.0,8.0,A0,A66,A30,1140.0,,
5,9.0,17.0,A0,A45,A40,600.0,780.0,-9.0
5,1.0,24.0,A0,A56,A21,860.0,1055.0,14.0
5,4.0,22.0,A0,A82,A26,500.0,575.0,-4.0
5,1.0,9.0,A3,A8,A19,445.0,650.0,23.0
5,4.0,29.0,A0,A56,A45,1040.0,1110.0,1.0
5,8.0,24.0,A0,A128,A30,745.0,770.0,-11.0
5,7.0,22.0,A2,A86,A8,1095.0,1221.0,-6.0
5,12.0,24.0,A2,A270,A29,1001.0,1191.0,106.0
5,11.0,24.0,A6,,A142,885.0,935.0,-11.0
5,1.0,26.0,A5,,A16,620.0,649.0,28.0
5,7.0,3.0,A1,A2,A2,1042.0,1121.0,1.0
5,11.0,10.0,A6,,A18,830.0,930.0,-23.0
5,11.0,18.0,A6,A48,A19,440.0,662.0,-27.0
5,6.0,10.0,A0,A17,A40,1110.0,1165.0,-8.0
5,5.0,31.0,A3,A13,A94,857.0,922.0,8.0
5,11.0,17.0,A0,,A14,660.0,1020.0,-2.0
5,5.0,31.0,A2,,A15,525.0,574.0,-6.0
5,1.0,28.0,A6,A14,A46,918.0,1170.0,2.0
5,8.0,6.0,A0,,A168,1080.0,115.0,133.0
5,4.0,25.0,A3,A9,A13,505.0,565.0,-1.0
5,1.0,19.0,A10,A17,A46,420.0,660.0,3.0
5,10.0,14.0,A6,A33,A112,810.0,,-10.0
5,10.0,2.0,A0,A175,A188,770.0,1100.0,-8.0
5,6.0,7.0,A2,,A100,939.0,1039.0,-17.0
5,2.0,28.0,A1,A81,A123,744.0,845.0,10.0
5,12.0,31.0,A0,A17,A67,940.0,1005.0,-7.0
5,5.0,15.0,A1,A58,A55,620.0,699.0,-14.0
5,9.0,8.0,A4,A30,A354,1360.0,1419.0,-4.0
5,5.0,27.0,A12,A30,A41,740.0,840.0,-2.0
5,8.0,17.0,A0,,A21,1125.0,1235.0,40.0
5,5.0,25.0,A6,A66,A0,965.0,1033.0,3.0
5,1.0,21.0,A0,A30,A15,680.0,770.0,-8.0
5,7.0,8.0,A0,A45,A45,1230.0,1285.0,-6.0
5,10.0,30.0,A12,A129,A3,1024.0,1122.0,-20.0
5,6.0,24.0,A0,A15,A30,1200.0,1350.0,10.0
5,1.0,6.0,A0,A4,A37,420.0,,33.0
5,10.0,23.0,A4,A363,A34,1010.0,1145.0,-15.0
5,9.0,12.0,A0,A38,A21,780.0,985.0,7.0
5,9.0,26.0,A8,A269,A154,1003.0,1054.0,-10.0
5,9.0,1.0,A9,A52,A46,1206.0,1379.0,-12.0
5,3.0,24.0,A2,A40,A8,745.0,925.0,-16.0
5,6.0,18.0,A2,,A115,909.0,1053.0,-16.0
5,5.0,4.0,A8,A200,A137,1040.0,1125.0,27.0
5,5.0,15.0,A12,A36,A16,845.0,899.0,10.0
5,7.0,8.0,A2,A4,A62,695.0,1060.0,-16.0
5,9.0,22.0,A10,A66,A137,1115.0,1205.0,-13.0
5,1.0,7.0,A4,,A23,790.0,965.0,-5.0
5,10.0,12.0,A2,A110,A355,848.0,847.0,-9.0
5,3.0,19.0,A2,,A29,1365.0,381.0,-2.0
5,1.0,15.0,A13,A16,A110,620.0,,-8.0
5,3.0,16.0,A4,A12,A58,1067.0,1135.0,-13.0
5,6.0,9.0,A6,A40,A41,565.0,,-14.0
5,7.0,25.0,A3,A14,A309,715.0,827.0,5.0
5,6.0,11.0,A7,A48,A78,1435.0,376.0,-15.0
5,7.0,7.0,A9,A4,A44,946.0,1265.0,94.0
5,4.0,5.0,A12,A13,A5,1251.0,66.0,15.0
5,12.0,21.0,A0,A15,A45,525.0,640.0,-4.0
5,10.0,23.0,A0,A233,A178,925.0,1010.0,288.0
5,4.0,22.0,A1,A5,A61,1378.0,,
5,10.0,5.0,A0,A277,A356,455.0,510.0,4.0
5,5.0,26.0,A2,A58,A23,1002.0,1166.0,-12.0
5,9.0,8.0,A2,A24,A46,1178.0,1284.0,1.0
5,8.0,13.0,A6,A60,A78,395.0,491.0,-9.0
5,7.0,3.0,A0,A9,A49,835.0,935.0,-2.0
5,8.0,8.0,A3,A339,A29,1079.0,1147.0,6.0
5,6.0,28.0,A12,A56,A137,1109.0,1197.0,-13.0
5,4.0,8.0,A6,A25,A9,590.0,783.0,-8.0
5,9.0,20.0,A0,A50,A21,650.0,700.0,-15.0
5,11.0,11.0,A12,A11,A44,406.0,727.0,-3.0
5,5.0,15.0,A5,A250,A19,1105.0,1154.0,1.0
5,4.0,17.0,A0,A128,A59,380.0,535.0,-8.0
5,2.0,27.0,A12,A45,A41,1329.0,1390.0,-4.0
5,11.0,14.0,A0,A66,A35,770.0,835.0,-19.0
5,5.0,16.0,A0,A37,A49,500.0,715.0,-4.0
5,12.0,3.0,A0,A17,A207,1295.0,1365.0,-15.0
5,4.0,18.0,A4,A45,A135,1126.0,1211.0,-9.0
5,8.0,5.0,A6,,A78,470.0,633.0,-5.0
5,8.0,29.0,A13,A83,A49,1060.0,1190.0,1.0
5,9.0,11.0,A0,,A17,1300.0,1370.0,-5.0
5,12.0,26.0,A2,A96,A29,500.0,610.0,-7.0
5,8.0,13.0,A0,A20,A86,815.0,910.0,-5.0
5,12.0,31.0,A12,A6,A0,1113.0,1225.0,14.0
5,2.0,28.0,A5,A0,A46,700.0,884.0,-22.0
5,4.0,18.0,A2,A128,A29,680.0,785.0,-13.0
5,8.0,7.0,A5,A13,A287,525.0,646.0,-17.0
5,4.0,11.0,A2,A31,A0,1318.0,368.0,-20.0
5,9.0,12.0,A11,,A31,570.0,715.0,3.0
5,9.0,3.0,A0,A88,A30,830.0,845.0,-7.0
5,12.0,29.0,A12,A6,A49,691.0,888.0,-8.0
5,7.0,9.0,A0,A52,A79,605.0,665.0,3.0
5,12.0,12.0,A0,A30,A35,520.0,605.0,-2.0
5,3.0,22.0,A0,A58,A4,1335.0,1415.0,-3.0
5,6.0,8.0,A2,A16,A8,856.0,1004.0,-8.0
5,11.0,6.0,A4,A30,A350,1366.0,1439.0,-15.0
5,5.0,13.0,A2,A4,A62,580.0,935.0,141.0
5,1.0,18.0,A12,A66,A137,597.0,701.0,110.0
5,7.0,28.0,A2,A9,A130,1255.0,1357.0,39.0
5,2.0,19.0,A3,,A110,629.0,694.0,-12.0
5,2.0,17.0,A5,A62,A19,640.0,710.0,27.0
5,2.0,20.0,A12,A45,A115,947.0,1215.0,-11.0
5,12.0,1.0,A0,A17,A41,640.0,695.0,-8.0
5,2.0,10.0,A0,A26,A37,850.0,,22.0
5,11.0,14.0,A2,A13,A29,960.0,1135.0,-11.0
5,12.0,6.0,A4,A347,A16,330.0,391.0,16.0
5,5.0,7.0,A2,A28,A28,1330.0,,171.0
5,11.0,18.0,A4,A116,A21,790.0,835.0,94.0
5,11.0,8.0,A2,A9,A168,844.0,,-15.0
5,12.0,24.0,A10,A17,A39,840.0,1075.0,-39.0
5,8.0,28.0,A0,A37,A41,890.0,1005.0,-17.0
5,4.0,2.0,A4,A30,A26,465.0,512.0,-5.0
5,9.0,23.0,A4,A11,A137,568.0,656.0,-1.0
5,12.0,28.0,A12,A13,A21,601.0,708.0,442.0
5,6.0,2.0,A7,,A10,520.0,989.0,67.0
5,1.0,2.0,A9,A13,A45,1275.0,,
5,7.0,17.0,A1,,A39,614.0,706.0,-14.0
5,1.0,28.0,A5,A95,A16,730.0,829.0,-21.0
5,8.0,23.0,A6,A66,A19,590.0,875.0,3.0
5,10.0,24.0,A0,A225,A1,505.0,680.0,-21.0
5,7.0,19.0,A0,A16,A98,1080.0,1165.0,59.0
5,11.0,18.0,A0,A38,A47,885.0,955.0,-5.0
5,10.0,6.0,A0,A63,A261,940.0,1095.0,25.0
5,10.0,31.0,A0,A44,A76,615.0,685.0,-6.0
5,10.0,25.0,A2,A129,A153,675.0,1001.0,-14.0
5,4.0,3.0,A0,A37,A39,340.0,505.0,-29.0
5,2.0,8.0,A2,A58,A52,1161.0,1259.0,-2.0
5,11.0,17.0,A0,,A67,415.0,480.0,31.0
5,9.0,23.0,A2,A12,A70,686.0,777.0,-16.0
5,10.0,7.0,A2,A110,A188,1010.0,1046.0,-15.0
5,10.0,21.0,A0,A277,A32,340.0,455.0,-12.0
5,5.0,19.0,A3,A88,A46,530.0,629.0,26.0
5,11.0,11.0,A6,A28,A23,1270.0,1374.0,-7.0
5,4.0,19.0,A0,A4,A26,900.0,975.0,-3.0
5,8.0,10.0,A2,A12,A15,565.0,668.0,-7.0
5,5.0,11.0,A0,A38,A86,505.0,610.0,-19.0
5,7.0,15.0,A11,A31,A31,944.0,981.0,-5.0
5,8.0,25.0,A12,A34,A16,920.0,1011.0,-2.0
5,9.0,25.0,A1,A10,A18,519.0,659.0,-4.0
5,5.0,8.0,A5,A76,A16,1120.0,1139.0,144.0
5,5.0,9.0,A0,A48,A21,985.0,1070.0,-2.0
5,7.0,28.0,A0,A66,A17,995.0,1240.0,17.0
5,5.0,28.0,A6,A81,A19,330.0,478.0,-16.0
5,10.0,15.0,A6,A315,A82,565.0,635.0,-4.0
5,8.0,23.0,A12,,A160,542.0,671.0,-26.0
5,6.0,8.0,A0,A28,A8,1195.0,,
5,10.0,24.0,A5,A41,A293,435.0,584.0,56.0
5,5.0,15.0,A5,A223,A16,708.0,738.0,-19.0
5,2.0,17.0,A2,A24,A36,1305.0,1369.0,46.0
5,2.0,4.0,A4,A13,A23,1060.0,,55.0
5,7.0,30.0,A0,A37,A14,1315.0,,
5,5.0,28.0,A0,A58,A29,1125.0,1235.0,-6.0
5,11.0,21.0,A3,,A130,480.0,562.0,-11.0
5,12.0,19.0,A3,A314,A19,867.0,956.0,-19.0
