x0,x1,x2,x3,x4,x5,x6,x7,y
5,2.0,12.0,A12,A7,A21,652.0,868.0,-22.0
5,1.0,4.0,A4,A12,A62,1040.0,1173.0,5.0
5,1.0,13.0,A5,A61,A46,400.0,,-16.0
5,7.0,15.0,A6,A6,A19,649.0,727.0,-8.0
5,7.0,3.0,A6,A54,A19,1166.0,1265.0,-18.0
5,3.0,19.0,A0,A16,A37,1120.0,1255.0,10.0
5,5.0,1.0,A11,A304,A104,1025.0,1064.0,1.0
5,11.0,23.0,A0,A56,A41,1070.0,1140.0,3.0
5,5.0,17.0,A4,,A21,1051.0,1136.0,29.0
5,5.0,7.0,A3,A6,A220,1055.0,1115.0,28.0
5,4.0,20.0,A0,A155,A21,460.0,570.0,-12.0
5,8.0,20.0,A3,A14,A128,735.0,836.0,1.0
5,8.0,19.0,A6,A13,A45,665.0,762.0,-6.0
5,7.0,2.0,A3,A10,A111,1122.0,1245.0,-5.0
5,2.0,16.0,A5,A13,A94,425.0,479.0,0.0
5,12.0,3.0,A12,A9,A137,1096.0,1248.0,2.0
5,3.0,19.0,A12,A34,A137,745.0,962.0,-29.0
5,12.0,1.0,A0,A56,A45,745.0,875.0,6.0
5,1.0,7.0,A3,A104,A52,420.0,557.0,-9.0
5,7.0,7.0,A3,A96,A46,955.0,1060.0,157.0
5,2.0,22.0,A0,A179,A103,1080.0,1135.0,264.0
5,5.0,30.0,A4,A4,A26,470.0,554.0,14.0
5,5.0,24.0,A2,A24,A8,590.0,639.0,-1.0
5,3.0,30.0,A12,A30,A39,844.0,1330.0,-9.0
5,4.0,27.0,A5,A13,A287,714.0,834.0,-19.0
5,4.0,9.0,A12,A30,A15,360.0,458.0,-28.0
5,11.0,25.0,A8,,A56,1180.0,,-14.0
5,9.0,13.0,A0,A37,A15,685.0,820.0,-29.0
5,9.0,16.0,A0,A28,A21,480.0,645.0,-14.0
5,5.0,27.0,A9,A47,A19,1047.0,1133.0,150.0
5,3.0,12.0,A4,A14,A16,760.0,889.0,34.0
5,5.0,13.0,A2,A4,A29,1000.0,1435.0,-13.0
5,10.0,30.0,A3,A388,A42,560.0,,0.0
5,7.0,3.0,A0,A122,A37,685.0,745.0,-5.0
5,3.0,13.0,A2,A5,A74,1109.0,1267.0,-33.0
5,8.0,21.0,A0,A15,A30,935.0,1085.0,-22.0
5,9.0,24.0,A4,A7,A135,540.0,664.0,-15.0
5,12.0,8.0,A12,A13,A44,954.0,1133.0,-24.0
5,5.0,18.0,A0,A51,A15,820.0,940.0,19.0
5,5.0,31.0,A9,A52,A37,425.0,,-9.0
5,9.0,27.0,A1,A66,A2,607.0,673.0,11.0
5,4.0,14.0,A3,A9,A284,1085.0,1157.0,31.0
5,7.0,15.0,A12,A4,A28,767.0,1289.0,-33.0
5,3.0,4.0,A2,A9,A207,1161.0,1250.0,-8.0
5,3.0,27.0,A0,A66,A35,465.0,525.0,-9.0
5,5.0,11.0,A0,A24,A62,380.0,420.0,-10.0
5,12.0,21.0,A0,A65,A29,340.0,,-13.0
5,5.0,9.0,A2,A16,A0,1126.0,1275.0,-6.0
5,4.0,16.0,A12,A34,A79,720.0,889.0,33.0
5,10.0,27.0,A0,A205,A178,735.0,920.0,-33.0
5,5.0,11.0,A5,A13,A150,735.0,824.0,-25.0
5,1.0,19.0,A0,A38,A53,520.0,580.0,-2.0
5,10.0,13.0,A4,A329,A261,420.0,488.0,-2.0
5,5.0,7.0,A0,,A46,650.0,1005.0,-23.0
5,6.0,2.0,A7,A19,A45,1085.0,1235.0,-13.0
5,3.0,28.0,A4,A4,A488,442.0,490.0,123.0
5,5.0,12.0,A7,A6,A18,325.0,527.0,-7.0
5,4.0,8.0,A2,A178,A52,420.0,563.0,-10.0
5,11.0,14.0,A0,A35,A103,635.0,690.0,-5.0
5,3.0,26.0,A2,A12,A55,920.0,,-1.0
5,7.0,16.0,A6,A13,A29,1115.0,1304.0,-1183.0
5,10.0,8.0,A6,A1,A42,300.0,472.0,64.0
5,4.0,14.0,A12,A6,A78,459.0,721.0,-9.0
5,11.0,17.0,A0,A45,A74,605.0,820.0,8.0
5,9.0,25.0,A3,A60,A10,755.0,870.0,-24.0
5,5.0,5.0,A7,A86,A29,1090.0,1240.0,-30.0
5,5.0,13.0,A1,A83,A55,694.0,782.0,-18.0
5,11.0,8.0,A8,A7,A55,1295.0,345.0,-21.0
5,4.0,19.0,A3,A45,A479,869.0,961.0,4.0
5,6.0,21.0,A1,A24,A5,450.0,627.0,-2.0
5,4.0,13.0,A5,A14,A73,815.0,875.0,276.0
5,7.0,6.0,A4,A4,A135,1200.0,1263.0,
5,1.0,22.0,A12,A4,A28,981.0,,
5,11.0,2.0,A3,A6,A207,770.0,876.0,-4.0
5,1.0,24.0,A7,A60,A54,710.0,990.0,52.0
5,9.0,1.0,A6,A60,A44,1220.0,1313.0,18.0
5,3.0,20.0,A6,,A29,690.0,866.0,12.0
5,11.0,4.0,A0,A96,A41,1035.0,1130.0,-7.0
5,6.0,17.0,A5,A5,A62,900.0,1007.0,-22.0
5,7.0,7.0,A2,A12,A142,694.0,786.0,1.0
5,9.0,1.0,A3,A24,A25,927.0,945.0,-22.0
5,8.0,9.0,A2,A9,A5,600.0,715.0,-15.0
5,4.0,21.0,A0,A88,A62,780.0,810.0,-7.0
5,11.0,29.0,A13,A4,A49,1250.0,270.0,-35.0
5,8.0,9.0,A5,A76,A16,629.0,650.0,-25.0
5,8.0,22.0,A3,A272,A44,835.0,1044.0,6.0
5,6.0,23.0,A1,A16,A168,957.0,1123.0,30.0
5,5.0,18.0,A2,A12,A14,1156.0,1335.0,-2.0
5,12.0,19.0,A2,A34,A23,1020.0,1221.0,-6.0
5,7.0,22.0,A0,A2,A53,1050.0,1120.0,18.0
5,5.0,26.0,A1,A104,A5,1130.0,1318.0,-24.0
5,3.0,5.0,A10,A4,A55,510.0,1010.0,-17.0
5,6.0,12.0,A10,A10,A137,445.0,655.0,-10.0
5,3.0,25.0,A10,A30,A15,440.0,525.0,-7.0
5,1.0,19.0,A12,A101,A16,585.0,659.0,291.0
5,1.0,11.0,A6,A16,A19,1122.0,1240.0,130.0
5,2.0,20.0,A3,A333,A29,694.0,779.0,13.0
5,3.0,4.0,A0,A165,A30,410.0,430.0,-17.0
5,6.0,4.0,A4,A48,A137,1032.0,1100.0,-18.0
5,2.0,4.0,A0,A4,A26,680.0,760.0,6.0
5,8.0,15.0,A3,A14,A230,420.0,540.0,-15.0
5,8.0,30.0,A2,A136,A29,1030.0,1106.0,-9.0
5,8.0,14.0,A2,A4,A8,490.0,823.0,-9.0
5,6.0,30.0,A2,A114,A29,1088.0,1204.0,7.0
5,9.0,6.0,A2,A9,A46,705.0,832.0,-11.0
5,8.0,16.0,A4,A4,A11,760.0,845.0,19.0
5,6.0,22.0,A12,A197,A137,1059.0,1203.0,30.0
5,6.0,18.0,A3,A160,A10,385.0,508.0,-16.0
5,3.0,20.0,A0,A46,A0,745.0,840.0,18.0
5,8.0,17.0,A0,A43,A41,775.0,890.0,15.0
5,3.0,23.0,A7,A60,A57,1199.0,1293.0,-20.0
5,12.0,12.0,A3,A162,A16,675.0,782.0,-11.0
5,12.0,6.0,A6,A40,A44,1209.0,1329.0,-11.0
5,4.0,6.0,A10,A4,A137,955.0,1025.0,-1.0
5,8.0,25.0,A1,A10,A79,444.0,639.0,-8.0
5,12.0,18.0,A6,A86,A5,455.0,629.0,24.0
5,9.0,11.0,A0,A15,A46,680.0,950.0,36.0
5,11.0,13.0,A0,A86,A62,1105.0,1195.0,5.0
5,11.0,13.0,A3,,A111,481.0,618.0,-12.0
5,7.0,5.0,A0,A56,A26,570.0,655.0,-12.0
5,4.0,28.0,A6,A13,A19,605.0,759.0,-31.0
5,7.0,9.0,A0,A58,A168,710.0,775.0,-1.0
5,2.0,13.0,A3,A89,A29,390.0,550.0,-7.0
5,8.0,4.0,A8,A19,A15,895.0,1045.0,1.0
5,8.0,25.0,A8,A19,A0,545.0,690.0,-1.0
5,1.0,22.0,A5,A5,A39,1305.0,1382.0,44.0
5,8.0,22.0,A2,A9,A79,930.0,1021.0,-13.0
5,4.0,6.0,A12,,A78,603.0,930.0,13.0
5,1.0,6.0,A3,A385,A29,980.0,1081.0,-3.0
5,2.0,9.0,A0,,A0,525.0,630.0,-5.0
5,11.0,4.0,A0,A58,A130,615.0,670.0,-8.0
5,2.0,15.0,A12,A11,A16,480.0,845.0,-15.0
5,3.0,30.0,A6,A14,A81,650.0,763.0,-29.0
5,1.0,10.0,A12,A13,A5,793.0,1043.0,-15.0
5,5.0,21.0,A0,A202,A80,1190.0,,3.0
5,11.0,11.0,A6,A40,A44,850.0,963.0,-17.0
5,9.0,7.0,A2,A52,A46,1025.0,1201.0,-22.0
5,2.0,24.0,A2,A9,A79,1235.0,1319.0,26.0
5,2.0,3.0,A11,A69,A163,831.0,870.0,-1.0
5,12.0,1.0,A4,A13,A88,694.0,738.0,35.0
5,9.0,3.0,A0,A60,A30,360.0,425.0,-19.0
5,2.0,27.0,A12,A6,A74,1165.0,1233.0,10.0
5,11.0,14.0,A12,A6,A55,964.0,1254.0,-18.0
5,12.0,1.0,A2,A36,A52,420.0,556.0,15.0
5,6.0,26.0,A0,A37,A5,665.0,900.0,9.0
5,10.0,4.0,A12,A233,A112,1064.0,1214.0,-10.0
5,7.0,15.0,A0,A43,A21,335.0,425.0,-7.0
5,9.0,3.0,A0,A16,A29,515.0,610.0,-7.0
5,8.0,21.0,A2,A26,A29,780.0,905.0,-12.0
5,8.0,18.0,A2,A9,A28,1070.0,1232.0,79.0
5,12.0,24.0,A6,A14,A46,850.0,1102.0,-13.0
5,6.0,26.0,A4,A19,A137,991.0,1100.0,-9.0
5,7.0,7.0,A2,A9,A55,680.0,838.0,-7.0
5,3.0,15.0,A12,A45,A36,1186.0,,
5,1.0,3.0,A7,A45,A45,885.0,994.0,27.0
5,2.0,4.0,A4,A35,A0,600.0,695.0,21.0
5,10.0,12.0,A3,A341,A106,693.0,781.0,-7.0
5,10.0,7.0,A2,A110,A336,545.0,640.0,-4.0
5,6.0,28.0,A0,A28,A35,775.0,845.0,-15.0
5,7.0,12.0,A3,,A46,530.0,651.0,0.0
5,3.0,25.0,A8,A309,A254,1104.0,1140.0,-1.0
5,1.0,14.0,A0,,A142,685.0,910.0,-3.0
5,7.0,31.0,A4,A162,A8,1003.0,1119.0,46.0
5,6.0,10.0,A6,,A160,1285.0,1379.0,-6.0
5,2.0,2.0,A0,A28,A73,800.0,980.0,33.0
5,12.0,8.0,A12,,A44,1439.0,308.0,3.0
5,1.0,15.0,A2,A178,A29,1020.0,1104.0,-1.0
5,10.0,8.0,A3,A417,A139,370.0,483.0,6.0
5,8.0,14.0,A4,A370,A23,780.0,866.0,-6.0
5,11.0,2.0,A5,A13,A4,440.0,589.0,-22.0
5,10.0,22.0,A6,A1,A42,405.0,586.0,-17.0
5,4.0,25.0,A0,A37,A37,1215.0,1385.0,-15.0
5,12.0,7.0,A0,A58,A168,450.0,520.0,-17.0
5,5.0,10.0,A3,,A16,692.0,700.0,3.0
5,3.0,1.0,A3,A243,A52,989.0,1106.0,178.0
5,4.0,15.0,A0,,A62,870.0,970.0,12.0
5,1.0,13.0,A6,A40,A16,796.0,940.0,-22.0
5,9.0,9.0,A3,A13,A94,625.0,688.0,-2.0
5,1.0,18.0,A8,,A53,1180.0,1317.0,31.0
5,5.0,19.0,A6,A10,A28,1115.0,1207.0,10.0
5,10.0,14.0,A4,A74,A489,479.0,555.0,-20.0
5,4.0,5.0,A2,A9,A41,500.0,593.0,-7.0
5,5.0,25.0,A3,A259,A44,1005.0,1105.0,51.0
5,9.0,23.0,A2,A16,A29,930.0,1036.0,-31.0
5,6.0,5.0,A2,A16,A29,740.0,850.0,-4.0
5,2.0,13.0,A1,A5,A11,1019.0,1232.0,-23.0
5,11.0,22.0,A2,A9,A23,847.0,980.0,-19.0
5,8.0,14.0,A12,A13,A19,545.0,693.0,-26.0
5,9.0,5.0,A6,A13,A56,1025.0,1189.0,8.0
5,10.0,17.0,A6,A159,A42,450.0,754.0,-10.0
5,2.0,28.0,A12,A30,A56,390.0,519.0,-20.0
5,1.0,21.0,A7,A86,A16,450.0,542.0,-32.0
5,6.0,22.0,A5,A14,A165,1305.0,1357.0,-8.0
5,7.0,4.0,A3,A6,A116,1062.0,1118.0,-4.0
5,9.0,1.0,A2,,A29,490.0,590.0,-16.0
5,7.0,29.0,A12,A34,A40,390.0,565.0,-25.0
5,5.0,15.0,A0,A142,A41,375.0,425.0,-11.0
5,1.0,13.0,A0,A96,A29,370.0,485.0,-26.0
5,5.0,10.0,A3,A148,A44,779.0,899.0,-3.0
5,4.0,29.0,A12,A52,A44,1123.0,1236.0,-12.0
5,12.0,9.0,A6,,A46,915.0,1170.0,9.0
5,12.0,7.0,A2,A12,A5,610.0,888.0,-13.0
5,11.0,2.0,A0,A9,A55,815.0,965.0,-20.0
5,6.0,26.0,A6,A14,A16,534.0,685.0,10.0
5,7.0,11.0,A2,A51,A0,434.0,560.0,4.0
5,6.0,25.0,A4,A4,A67,473.0,773.0,-4.0
5,11.0,13.0,A5,A13,A84,800.0,917.0,50.0
5,1.0,9.0,A0,A52,A37,570.0,720.0,-8.0
5,10.0,25.0,A12,A111,A201,640.0,805.0,-16.0
5,2.0,5.0,A3,A6,A158,456.0,531.0,18.0
5,5.0,26.0,A5,A14,A220,725.0,778.0,-8.0
5,2.0,19.0,A3,A197,A10,776.0,978.0,11.0
5,5.0,20.0,A2,A45,A29,480.0,775.0,-20.0
5,6.0,1.0,A2,A66,A23,647.0,781.0,-9.0
5,7.0,3.0,A3,A6,A91,780.0,981.0,-6.0
5,10.0,22.0,A0,A277,A356,1080.0,1140.0,77.0
5,1.0,2.0,A0,A4,A80,730.0,1035.0,18.0
5,11.0,10.0,A0,A38,A35,620.0,,-15.0
5,8.0,10.0,A1,A34,A55,385.0,,-3.0
5,12.0,3.0,A3,A34,A179,515.0,590.0,20.0
5,8.0,28.0,A0,A2,A56,685.0,795.0,7.0
5,6.0,14.0,A7,A48,A45,820.0,857.0,4.0
5,10.0,14.0,A2,A145,A50,918.0,1005.0,-12.0
5,4.0,26.0,A3,A14,A289,771.0,832.0,10.0
5,5.0,21.0,A6,A60,A19,690.0,808.0,7.0
5,10.0,26.0,A6,A285,A108,620.0,728.0,-9.0
5,2.0,22.0,A12,A6,A35,1259.0,1357.0,42.0
5,4.0,7.0,A2,A9,A55,689.0,,13.0
5,4.0,12.0,A2,A55,A29,420.0,525.0,-8.0
5,11.0,28.0,A4,A76,A16,583.0,600.0,-3.0
5,7.0,19.0,A0,A52,A74,335.0,395.0,-13.0
5,11.0,28.0,A4,A82,A23,615.0,786.0,21.0
5,1.0,20.0,A2,A5,A137,870.0,1098.0,-44.0
5,1.0,9.0,A0,A37,A221,1270.0,,
5,1.0,22.0,A4,A13,A39,720.0,890.0,92.0
5,12.0,6.0,A9,A58,A5,1100.0,1256.0,-4.0
5,1.0,11.0,A11,A69,A104,480.0,517.0,-4.0
5,12.0,27.0,A5,A14,A209,724.0,798.0,81.0
5,3.0,19.0,A5,A96,A16,1197.0,,44.0
5,6.0,30.0,A0,A58,A41,415.0,535.0,-19.0
5,8.0,26.0,A3,A14,A118,525.0,605.0,-11.0
5,12.0,17.0,A4,,A23,755.0,914.0,88.0
5,1.0,28.0,A1,,A54,1078.0,1119.0,-1.0
5,3.0,17.0,A0,,A98,815.0,905.0,-7.0
5,3.0,20.0,A2,,A29,788.0,934.0,-10.0
5,5.0,13.0,A3,A6,A256,1055.0,1127.0,-5.0
5,7.0,10.0,A8,A19,A0,1035.0,1181.0,-16.0
5,5.0,21.0,A2,A34,A29,525.0,,-21.0
5,3.0,13.0,A12,A34,A0,510.0,700.0,60.0
5,7.0,25.0,A12,A224,A16,1045.0,1101.0,-7.0
5,11.0,4.0,A8,A30,A132,875.0,,-7.0
5,7.0,6.0,A4,,A351,1311.0,1362.0,-13.0
5,10.0,20.0,A12,A74,A77,595.0,789.0,-7.0
5,8.0,9.0,A4,,A45,525.0,578.0,-7.0
5,3.0,6.0,A4,A13,A224,600.0,730.0,-10.0
5,9.0,30.0,A0,A38,A45,430.0,535.0,-9.0
5,7.0,1.0,A0,A56,A21,645.0,845.0,-1.0
5,10.0,26.0,A12,A32,A112,666.0,994.0,-28.0
5,9.0,22.0,A4,A30,A26,540.0,593.0,3.0
5,4.0,8.0,A7,A28,A36,899.0,1314.0,-6.0
5,3.0,25.0,A8,A19,A19,580.0,920.0,-13.0
5,10.0,21.0,A0,A32,A131,560.0,745.0,-6.0
5,11.0,18.0,A0,A54,A74,850.0,890.0,-3.0
5,12.0,7.0,A4,A30,A132,966.0,,-7.0
5,1.0,20.0,A11,A69,A99,1155.0,1205.0,-13.0
5,9.0,8.0,A6,,A18,730.0,824.0,-9.0
5,4.0,10.0,A2,A35,A29,861.0,1049.0,
5,10.0,19.0,A2,A173,A106,440.0,585.0,-14.0
5,2.0,25.0,A0,A45,A11,1270.0,1380.0,
5,1.0,31.0,A0,A20,A80,610.0,950.0,17.0
5,5.0,6.0,A3,A76,A10,1122.0,1244.0,-8.0
5,6.0,29.0,A7,A25,A39,1260.0,1338.0,-17.0
5,10.0,25.0,A0,A74,A77,605.0,,8.0
5,3.0,6.0,A3,A191,A44,723.0,784.0,-15.0
5,2.0,28.0,A7,A60,A10,595.0,709.0,-16.0
5,8.0,9.0,A6,A81,A16,620.0,681.0,7.0
5,5.0,20.0,A2,A4,A56,385.0,545.0,-9.0
5,8.0,22.0,A9,A9,A49,1307.0,1392.0,-9.0
5,3.0,18.0,A2,A4,A31,510.0,693.0,23.0
5,10.0,16.0,A12,A74,A153,600.0,903.0,-22.0
5,10.0,4.0,A0,A110,A188,1330.0,1365.0,3.0
5,3.0,22.0,A0,A58,A130,515.0,575.0,-8.0
5,2.0,15.0,A0,A30,A0,1005.0,1085.0,-12.0
5,9.0,1.0,A0,A16,A40,780.0,880.0,-18.0
5,4.0,4.0,A0,A58,A111,975.0,1050.0,-8.0
5,10.0,30.0,A0,A74,A105,910.0,1235.0,-30.0
5,6.0,4.0,A6,A40,A55,845.0,1039.0,-2.0
5,8.0,30.0,A0,A43,A41,775.0,,-24.0
5,8.0,16.0,A3,,A61,618.0,722.0,-12.0
5,12.0,10.0,A3,A13,A284,425.0,596.0,-15.0
5,6.0,1.0,A1,A5,A14,1379.0,,
5,6.0,27.0,A4,A234,A16,323.0,325.0,9.0
5,4.0,9.0,A4,,A123,360.0,548.0,2.0
5,9.0,9.0,A4,A45,A285,483.0,548.0,1.0
5,6.0,19.0,A0,A17,A21,545.0,,-8.0
5,5.0,19.0,A2,A66,A29,829.0,1250.0,2.0
5,12.0,23.0,A4,A30,A98,1026.0,1386.0,-18.0
5,3.0,10.0,A0,,A52,1185.0,1330.0,-6.0
5,5.0,19.0,A7,A19,A45,915.0,1066.0,0.0
5,8.0,12.0,A4,A48,A260,671.0,755.0,0.0
5,9.0,2.0,A3,A25,A281,839.0,989.0,-24.0
5,10.0,5.0,A6,A92,A42,400.0,555.0,2.0
5,9.0,14.0,A6,A14,A56,725.0,866.0,22.0
5,2.0,1.0,A6,A14,A49,420.0,629.0,62.0
5,11.0,9.0,A2,A9,A79,690.0,770.0,6.0
5,9.0,28.0,A2,A48,A41,1205.0,,-5.0
5,10.0,26.0,A0,A233,A106,645.0,795.0,-4.0
5,5.0,19.0,A0,A142,A45,890.0,905.0,10.0
5,2.0,26.0,A7,A81,A55,450.0,534.0,9.0
5,8.0,13.0,A4,A12,A223,680.0,727.0,92.0
5,7.0,10.0,A0,A155,A155,460.0,,-6.0
5,10.0,5.0,A2,A44,A50,695.0,1004.0,-15.0
5,5.0,7.0,A7,A86,A18,705.0,810.0,-5.0
5,5.0,10.0,A0,A66,A26,1260.0,1345.0,0.0
5,11.0,23.0,A1,A81,A123,1122.0,1221.0,-6.0
5,7.0,6.0,A12,A12,A16,322.0,412.0,19.0
5,3.0,11.0,A3,A13,A193,1160.0,1225.0,4.0
5,1.0,8.0,A0,A35,A37,1175.0,1415.0,-17.0
5,8.0,21.0,A0,A35,A29,365.0,560.0,-9.0
5,10.0,4.0,A6,A172,A42,1175.0,1261.0,-22.0
5,4.0,28.0,A4,A12,A167,858.0,980.0,-7.0
5,3.0,25.0,A0,A166,A103,830.0,945.0,-1.0
5,9.0,13.0,A0,A90,A30,460.0,510.0,-11.0
5,4.0,3.0,A5,A61,A46,1105.0,,16.0
5,7.0,3.0,A2,,A10,942.0,1049.0,-5.0
5,11.0,14.0,A0,A66,A15,1110.0,1175.0,1.0
5,2.0,9.0,A0,A58,A133,970.0,1100.0,-2.0
5,4.0,29.0,A0,A15,A21,540.0,630.0,-9.0
5,10.0,7.0,A6,A111,A50,433.0,,-15.0
5,5.0,31.0,A3,A213,A44,680.0,895.0,-20.0
5,11.0,21.0,A1,A5,A55,1020.0,1091.0,-9.0
5,12.0,26.0,A4,A196,A21,430.0,490.0,16.0
5,2.0,12.0,A7,A86,A55,1155.0,1231.0,-3.0
5,8.0,25.0,A0,,A86,870.0,955.0,-17.0
5,5.0,3.0,A7,A52,A18,300.0,414.0,-10.0
5,5.0,1.0,A2,A9,A142,650.0,735.0,-13.0
5,10.0,24.0,A4,A74,A439,1150.0,1190.0,-4.0
5,4.0,5.0,A1,A25,A171,859.0,1031.0,15.0
5,10.0,19.0,A12,A32,A112,665.0,997.0,22.0
5,8.0,3.0,A13,A45,A0,745.0,826.0,-10.0
5,4.0,17.0,A5,A25,A62,1100.0,1194.0,-23.0
5,3.0,1.0,A7,A56,A18,1365.0,361.0,-24.0
5,4.0,24.0,A7,A61,A78,415.0,500.0,-2.0
5,2.0,24.0,A0,A51,A103,660.0,745.0,3.0
5,6.0,24.0,A2,A9,A123,910.0,988.0,26.0
5,8.0,11.0,A2,,A171,1330.0,1436.0,-8.0
5,7.0,7.0,A2,A24,A49,920.0,1078.0,15.0
5,6.0,3.0,A0,A0,A46,710.0,900.0,-13.0
5,4.0,23.0,A12,A128,A44,1059.0,1189.0,-13.0
5,8.0,23.0,A6,A13,A55,1306.0,68.0,
5,2.0,21.0,A0,A51,A0,880.0,1030.0,50.0
5,6.0,25.0,A5,A58,A16,907.0,990.0,-4.0
5,9.0,19.0,A6,,A16,645.0,1008.0,15.0
5,11.0,20.0,A4,A82,A137,1021.0,1103.0,-9.0
5,9.0,27.0,A12,A40,A10,682.0,860.0,-20.0
5,9.0,20.0,A3,A14,A207,650.0,733.0,18.0
5,10.0,9.0,A2,A1,A153,1007.0,1124.0,94.0
5,8.0,3.0,A2,A9,A209,536.0,565.0,5.0
5,10.0,13.0,A12,A138,A175,692.0,869.0,-2.0
5,4.0,22.0,A0,A37,A21,345.0,445.0,-21.0
5,10.0,9.0,A13,A138,A201,600.0,750.0,-8.0
5,6.0,14.0,A3,A14,A187,430.0,644.0,-14.0
5,5.0,28.0,A2,A24,A59,1195.0,1364.0,-5.0
5,12.0,1.0,A6,A83,A19,919.0,1075.0,21.0
5,4.0,6.0,A6,A51,A19,555.0,658.0,-1.0
5,9.0,3.0,A6,A13,A46,390.0,573.0,-9.0
5,7.0,8.0,A8,A69,A56,480.0,1009.0,15.0
5,7.0,5.0,A2,A9,A92,1193.0,1346.0,-19.0
5,12.0,29.0,A1,A103,A26,1215.0,1298.0,54.0
5,6.0,11.0,A12,A19,A44,360.0,725.0,4.0
5,4.0,29.0,A12,A13,A168,1057.0,1248.0,-17.0
5,3.0,29.0,A6,A40,A60,925.0,1050.0,26.0
5,10.0,22.0,A0,A289,A32,415.0,445.0,-21.0
5,6.0,26.0,A0,A54,A29,370.0,460.0,-8.0
5,3.0,14.0,A4,A9,A72,1251.0,1364.0,-11.0
5,10.0,3.0,A0,A436,A3,380.0,460.0,-5.0
5,5.0,21.0,A4,A7,A26,1000.0,1110.0,-8.0
5,5.0,13.0,A6,A14,A41,635.0,699.0,-18.0
5,8.0,14.0,A5,A73,A19,1108.0,1186.0,-16.0
5,5.0,23.0,A2,A24,A45,960.0,1035.0,22.0
5,9.0,13.0,A2,A125,A23,797.0,954.0,-17.0
5,4.0,13.0,A2,A9,A171,1175.0,1286.0,-11.0
5,9.0,13.0,A0,A16,A62,455.0,510.0,-11.0
5,4.0,9.0,A0,,A15,820.0,940.0,46.0
5,6.0,27.0,A3,A371,A29,601.0,664.0,-3.0
5,12.0,11.0,A1,A10,A137,1162.0,1388.0,20.0
5,3.0,25.0,A0,A17,A116,375.0,420.0,-6.0
5,11.0,16.0,A4,A48,A400,599.0,719.0,-4.0
5,10.0,2.0,A4,A164,A328,519.0,597.0,-3.0
5,3.0,6.0,A3,,A294,440.0,519.0,26.0
5,2.0,1.0,A0,A11,A41,970.0,1035.0,-12.0
5,1.0,2.0,A3,A24,A39,920.0,1008.0,-15.0
5,11.0,30.0,A0,A45,A137,470.0,580.0,9.0
5,12.0,24.0,A6,A28,A41,1275.0,1288.0,-1.0
5,9.0,17.0,A2,A12,A39,782.0,986.0,-10.0
5,2.0,3.0,A6,A14,A142,1125.0,1178.0,-10.0
5,1.0,30.0,A6,A4,A16,435.0,798.0,-20.0
5,2.0,16.0,A2,A9,A19,445.0,530.0,-5.0
5,8.0,6.0,A3,A90,A29,840.0,911.0,117.0
5,7.0,22.0,A3,A9,A182,580.0,620.0,12.0
5,5.0,13.0,A4,A14,A21,1217.0,1288.0,27.0
5,11.0,1.0,A0,,A21,770.0,815.0,0.0
5,5.0,14.0,A4,A107,A8,1086.0,1125.0,9.0
5,1.0,12.0,A4,A4,A97,934.0,981.0,223.0
5,10.0,24.0,A6,A111,A89,1025.0,1190.0,126.0
5,1.0,23.0,A0,A55,A29,480.0,590.0,4.0
5,1.0,14.0,A2,A9,A69,1300.0,1325.0,-10.0
5,3.0,9.0,A0,A197,A67,615.0,750.0,3.0
5,9.0,24.0,A4,A7,A41,469.0,621.0,-2.0
5,8.0,13.0,A13,,A21,1155.0,1359.0,-4.0
5,7.0,18.0,A3,A223,A19,860.0,,-9.0
5,5.0,11.0,A2,,A8,875.0,981.0,-8.0
5,7.0,13.0,A2,A9,A184,1164.0,1216.0,-14.0
5,2.0,10.0,A2,A6,A29,430.0,614.0,-14.0
5,7.0,4.0,A8,A30,A86,775.0,878.0,-14.0
5,9.0,13.0,A0,A19,A45,1200.0,1355.0,-11.0
5,8.0,25.0,A0,,A29,570.0,,-18.0
5,4.0,7.0,A2,,A78,590.0,,-13.0
5,8.0,11.0,A0,A16,A15,675.0,795.0,-43.0
5,2.0,22.0,A2,A9,A235,598.0,877.0,-20.0
5,10.0,14.0,A0,A32,A261,655.0,725.0,-7.0
5,9.0,8.0,A12,A114,A10,700.0,870.0,-2.0
5,8.0,5.0,A3,A14,A228,713.0,830.0,-10.0
5,8.0,4.0,A6,A30,A18,435.0,921.0,-14.0
5,1.0,10.0,A0,A224,A30,405.0,475.0,-23.0
5,1.0,12.0,A0,A18,A30,975.0,1195.0,46.0
5,10.0,24.0,A3,A285,A175,420.0,486.0,-10.0
5,4.0,2.0,A13,,A56,989.0,1100.0,65.0
5,4.0,24.0,A2,A4,A23,360.0,532.0,-3.0
5,1.0,3.0,A4,A155,A137,534.0,591.0,-8.0
5,10.0,17.0,A2,A262,A50,915.0,984.0,-2.0
5,11.0,14.0,A4,A48,A249,1200.0,1246.0,-26.0
5,11.0,17.0,A4,A217,A56,980.0,1037.0,107.0
5,5.0,22.0,A2,A73,A29,1038.0,1200.0,-12.0
5,11.0,1.0,A0,A45,A8,1100.0,1270.0,-6.0
5,8.0,28.0,A0,A178,A21,515.0,,-23.0
5,4.0,14.0,A1,A5,A137,990.0,1219.0,-16.0
5,6.0,14.0,A12,,A0,1175.0,1324.0,70.0
