Zip,Total Population,Total Population of One Race,White,Black or African American,American Indian and Alaska Native,Total Asian,Asian Indian,Chinese,Filipino,Japanese,Korean,Vietnamese,Other Asian,Total NHOPI,Native Hawaiian,Guamanian or Chamorro,Samoan,Other Pacific Islander,Some Other Race,Total Population of Two or More Races
ZCTA5 95210,39009,36431,10168,5359,347,13211,717,723,2618,99,23,1350,7681,302,22,33,71,176,7044,2578
ZCTA5 95211,1545,1435,697,47,3,593,42,207,63,43,92,76,70,11,4,3,1,3,84,110
ZCTA5 95212,25239,23769,7811,1846,166,10319,1247,921,2809,70,60,1713,3499,283,8,49,61,165,3344,1470
ZCTA5 95215,23224,21986,12862,539,340,896,59,23,246,78,1,25,464,74,15,9,2,48,7275,1238
ZCTA5 95219,27884,26007,15093,2609,177,5765,550,1044,2063,331,221,677,879,132,17,16,16,83,2231,1877
ZCTA5 95220,7273,6941,5668,46,68,193,25,17,48,65,0,2,36,15,4,6,0,5,951,332
ZCTA5 95222,5292,5126,4672,19,72,56,19,11,9,13,1,0,3,7,3,2,2,0,300,166
ZCTA5 95223,4612,4492,4329,21,29,58,2,17,16,16,3,0,4,4,2,1,0,1,51,120
ZCTA5 95224,429,417,389,5,6,2,0,0,1,0,1,0,0,1,0,0,0,1,14,12
ZCTA5 95225,672,612,550,13,10,12,4,0,2,0,2,0,4,0,0,0,0,0,27,60
ZCTA5 95226,84,76,74,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,8
ZCTA5 95227,941,896,831,5,7,8,2,0,5,0,0,0,1,7,1,0,1,5,38,45
ZCTA5 95228,3976,3811,3568,36,43,55,1,4,26,7,1,0,16,12,4,6,0,2,97,165
ZCTA5 95230,718,698,558,14,4,9,0,3,0,3,0,0,3,0,0,0,0,0,113,20
ZCTA5 95231,4374,4118,2189,431,50,218,35,7,65,25,3,13,70,14,4,5,1,4,1216,256
ZCTA5 95232,304,291,273,0,9,5,0,0,4,1,0,0,0,0,0,0,0,0,4,13
ZCTA5 95233,436,419,414,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,17
ZCTA5 95234,70,69,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1
ZCTA5 95236,4223,4058,3253,26,33,68,11,2,22,12,2,2,17,4,1,1,0,2,674,165
ZCTA5 95237,3167,2990,2481,10,24,54,1,5,28,2,0,0,18,11,6,4,0,1,410,177
ZCTA5 95240,47172,44988,30070,431,477,3178,529,82,501,253,23,40,1750,95,32,13,1,49,10737,2184
ZCTA5 95242,25393,24336,20246,176,161,1536,364,150,323,322,50,54,273,40,20,4,0,16,2177,1057
ZCTA5 95245,2277,2169,2057,11,42,20,1,2,11,2,0,3,1,0,0,0,0,0,39,108
ZCTA5 95246,1615,1565,1472,17,33,16,4,2,3,7,0,0,0,2,0,0,0,2,25,50
ZCTA5 95247,4368,4264,4005,44,34,28,4,11,8,1,1,0,3,12,2,3,1,6,141,104
ZCTA5 95248,301,279,258,0,8,4,0,0,0,2,2,0,0,2,1,1,0,0,7,22
ZCTA5 95249,4042,3847,3531,67,70,46,7,8,14,8,1,5,3,4,1,2,0,1,129,195
ZCTA5 95250,78,73,65,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,5
ZCTA5 95251,767,739,702,0,7,12,0,3,1,0,2,1,5,1,1,0,0,0,17,28
ZCTA5 95252,13460,12819,11635,141,187,232,11,24,96,28,10,12,51,21,12,4,0,5,603,641
ZCTA5 95254,480,465,418,3,5,15,1,7,2,0,0,1,4,2,1,0,1,0,22,15
ZCTA5 95255,2042,1982,1806,3,115,4,0,0,2,2,0,0,0,8,8,0,0,0,46,60
ZCTA5 95257,413,403,376,0,14,2,0,0,1,1,0,0,0,3,3,0,0,0,8,10
ZCTA5 95258,4018,3882,3028,17,47,201,33,17,72,38,0,0,41,7,0,2,5,0,582,136
ZCTA5 95301,37073,35340,24357,1807,494,1943,435,162,285,75,84,63,839,118,35,51,6,26,6621,1733
ZCTA5 95303,912,869,560,4,10,46,25,0,2,13,0,4,2,2,1,0,1,0,247,43
ZCTA5 95304,15706,15000,10311,1564,157,1157,311,126,395,40,48,81,156,84,12,18,16,38,1727,706
ZCTA5 95305,245,237,227,0,5,2,0,0,2,0,0,0,0,1,1,0,0,0,2,8
ZCTA5 95306,970,938,865,7,12,19,0,10,2,5,0,0,2,1,1,0,0,0,34,32
ZCTA5 95307,42753,40440,25628,1045,586,2620,1273,116,349,36,14,56,776,286,34,20,91,141,10275,2313
ZCTA5 95310,1882,1801,1729,14,14,23,3,4,7,7,0,1,1,2,2,0,0,0,19,81
ZCTA5 95311,2197,2105,2020,13,33,13,0,0,5,7,1,0,0,2,2,0,0,0,24,92
ZCTA5 95312,268,242,166,1,0,7,0,0,2,5,0,0,0,1,0,0,0,1,67,26
ZCTA5 95313,1386,1346,995,10,3,7,1,0,3,0,0,0,3,0,0,0,0,0,331,40
ZCTA5 95314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 95315,13018,12443,6939,129,173,481,283,11,73,13,2,10,89,32,8,3,9,12,4689,575
ZCTA5 95316,6573,6377,5208,31,85,53,14,9,16,10,3,0,1,5,1,0,0,4,995,196
ZCTA5 95317,817,794,489,23,7,10,0,2,6,0,1,0,1,0,0,0,0,0,265,23
ZCTA5 95318,541,514,494,1,9,5,0,1,1,3,0,0,0,0,0,0,0,0,5,27
ZCTA5 95319,1749,1623,927,10,26,17,0,0,6,0,0,0,11,5,1,2,0,2,638,126
ZCTA5 95320,12819,12407,10360,72,129,161,29,29,42,9,8,11,33,25,7,5,4,9,1660,412
ZCTA5 95321,3736,3601,3434,25,45,32,1,5,8,12,4,0,2,15,7,0,0,8,50,135
ZCTA5 95322,8942,8610,6139,104,90,148,31,9,66,10,3,18,11,13,3,0,6,4,2116,332
ZCTA5 95323,1260,1229,958,1,23,13,1,2,2,0,0,0,8,0,0,0,0,0,234,31
ZCTA5 95324,7324,7109,6196,19,31,105,72,2,18,1,6,0,6,3,0,0,0,3,755,215
ZCTA5 95325,81,75,69,0,2,4,0,0,1,0,3,0,0,0,0,0,0,0,0,6
ZCTA5 95326,9581,9186,7477,78,110,170,84,15,40,2,2,8,19,14,10,0,0,4,1337,395
ZCTA5 95327,9806,9461,6715,952,190,56,2,11,21,7,0,2,13,10,8,0,1,1,1538,345
ZCTA5 95328,3993,3843,2009,50,25,166,98,3,8,1,1,10,45,27,6,9,1,11,1566,150
ZCTA5 95329,2460,2373,2176,22,43,52,21,3,19,2,0,0,7,3,2,1,0,0,77,87
ZCTA5 95330,17853,16639,7341,1285,232,3967,871,127,2391,40,21,118,399,143,17,35,20,71,3671,1214
ZCTA5 95333,2942,2852,1750,26,44,40,9,1,2,10,0,0,18,1,0,1,0,0,991,90
ZCTA5 95334,15457,14816,6675,114,407,2379,2033,13,172,31,5,4,121,27,9,9,3,6,5214,641
ZCTA5 95335,541,527,505,5,10,2,0,1,0,1,0,0,0,0,0,0,0,0,5,14
ZCTA5 95336,42675,39821,28075,1418,547,2031,652,166,826,88,42,45,212,231,63,45,16,107,7519,2854
ZCTA5 95337,31557,29270,18860,1495,312,2977,1021,198,1198,55,51,131,323,199,41,44,36,78,5427,2287
ZCTA5 95338,11062,10597,9786,75,360,106,16,13,37,14,10,2,14,8,1,3,0,4,262,465
ZCTA5 95340,33931,32074,21350,1511,611,2687,371,239,359,110,66,84,1458,112,18,21,18,55,5803,1857
ZCTA5 95341,32967,31394,14493,1860,397,4077,155,30,126,33,11,29,3693,42,17,5,4,16,10525,1573
ZCTA5 95345,708,687,547,2,51,7,0,3,0,1,0,0,3,0,0,0,0,0,80,21
ZCTA5 95346,1272,1227,1174,5,21,5,0,0,2,1,0,0,2,4,3,1,0,0,18,45
ZCTA5 95348,30805,29058,17045,2268,348,4678,313,452,736,119,98,122,2838,65,27,16,12,10,4654,1747
ZCTA5 95350,51046,47754,35584,1951,714,2342,402,289,422,93,48,248,840,457,53,23,42,339,6706,3292
ZCTA5 95351,46458,43940,22584,1738,659,3118,413,66,254,20,18,32,2315,267,42,32,73,120,15574,2518
ZCTA5 95354,25394,23685,16626,1059,417,903,145,74,162,26,17,45,434,227,17,15,13,182,4453,1709
ZCTA5 95355,58311,54747,40983,2309,653,4277,873,518,1488,127,136,344,791,532,53,38,76,365,5993,3564
ZCTA5 95356,30918,28934,20961,1227,265,3122,918,496,637,79,106,425,461,333,18,38,16,261,3026,1984
ZCTA5 95357,11559,10910,7568,315,151,512,108,39,128,19,10,41,167,147,5,3,5,134,2217,649
ZCTA5 95358,31668,30214,18745,807,318,1158,206,85,182,28,10,76,571,179,17,27,49,86,9007,1454
ZCTA5 95360,11712,11126,7860,244,119,202,46,24,86,7,7,14,18,40,24,5,3,8,2661,586
ZCTA5 95361,31610,30369,25955,211,309,598,98,107,234,40,17,25,77,63,27,5,4,27,3233,1241
ZCTA5 95363,25237,23821,13001,1435,260,1176,178,118,571,33,38,82,156,306,41,19,120,126,7643,1416
ZCTA5 95364,53,53,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 95365,4985,4898,1946,23,23,53,7,5,1,3,0,0,37,1,1,0,0,0,2852,87
ZCTA5 95366,16575,15812,13257,240,132,621,156,63,188,26,39,65,84,40,14,19,0,7,1522,763
ZCTA5 95367,23173,21985,15381,479,271,777,129,66,330,16,29,102,105,89,13,9,5,62,4988,1188
ZCTA5 95368,13614,12812,8399,434,111,669,152,44,269,26,14,31,133,83,13,18,11,41,3116,802
ZCTA5 95369,1099,1073,822,8,16,18,6,5,2,0,1,0,4,0,0,0,0,0,209,26
ZCTA5 95370,26803,25830,24572,97,397,343,41,85,122,38,17,8,32,38,18,3,3,14,383,973
ZCTA5 95372,1963,1903,1829,3,29,13,1,2,7,2,0,0,1,2,2,0,0,0,27,60
ZCTA5 95374,2030,1975,1447,33,13,9,0,0,6,0,3,0,0,0,0,0,0,0,473,55
ZCTA5 95375,106,103,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
ZCTA5 95376,49859,46369,28086,3358,502,4354,899,371,2093,149,78,278,486,368,52,80,101,135,9701,3490
ZCTA5 95377,30902,28192,14626,2352,195,7331,2065,622,3015,89,135,592,813,335,59,44,71,161,3353,2710
ZCTA5 95379,3898,3715,3313,23,250,34,0,5,19,4,6,0,0,5,2,1,1,1,90,183
ZCTA5 95380,41201,39245,26754,590,439,1431,993,53,159,92,22,17,95,183,43,16,10,114,9848,1956
ZCTA5 95382,36176,34408,27354,618,246,2654,1399,307,372,95,104,95,282,147,31,25,14,77,3389,1768
ZCTA5 95383,3937,3802,3619,8,50,51,3,18,17,6,3,0,4,4,1,0,0,3,70,135
ZCTA5 95385,429,411,295,3,4,7,0,5,0,1,0,0,1,1,1,0,0,0,101,18
ZCTA5 95386,9877,9456,7163,82,123,146,28,31,36,9,6,4,32,11,4,1,3,3,1931,421
ZCTA5 95387,636,617,299,3,6,21,17,0,2,2,0,0,0,1,1,0,0,0,287,19
ZCTA5 95388,13074,12548,7433,203,160,774,100,7,71,26,13,11,546,11,5,5,1,0,3967,526
ZCTA5 95389,1272,1219,1034,30,34,35,3,1,13,3,0,0,15,7,7,0,0,0,79,53
ZCTA5 95391,9959,9259,3669,906,53,3836,959,407,1797,28,99,201,345,71,25,10,13,23,724,700
ZCTA5 95401,36981,35051,24804,837,799,1577,81,318,315,74,43,209,537,163,21,6,29,107,6871,1930
ZCTA5 95403,45164,42940,32017,1196,826,2530,330,429,431,134,87,404,715,217,43,16,65,93,6154,2224
ZCTA5 95404,39761,37930,31107,765,532,1623,189,352,303,111,113,117,438,148,38,8,17,85,3755,1831
ZCTA5 95405,21399,20453,17972,306,227,713,69,164,189,73,75,43,100,138,14,3,21,100,1097,946
ZCTA5 95407,39352,37014,21089,1165,957,2489,201,249,437,71,61,526,944,98,23,7,37,31,11216,2338
ZCTA5 95409,27187,26144,22999,425,280,1115,167,311,193,102,137,40,165,147,15,15,14,103,1178,1043
ZCTA5 95410,950,905,875,1,12,16,2,2,1,5,0,0,6,1,0,0,0,1,0,45
ZCTA5 95412,401,397,268,0,85,2,0,0,2,0,0,0,0,1,1,0,0,0,41,4
ZCTA5 95415,1592,1547,915,11,23,8,0,1,1,0,0,1,5,2,0,0,2,0,588,45
ZCTA5 95417,297,276,255,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21
ZCTA5 95420,374,357,345,1,0,8,1,2,1,1,0,0,3,0,0,0,0,0,3,17
ZCTA5 95421,1592,1529,1399,3,25,39,0,11,11,12,2,2,1,0,0,0,0,0,63,63
ZCTA5 95422,15585,14593,11564,616,402,163,19,30,53,17,5,6,33,27,18,1,5,3,1821,992
ZCTA5 95423,3747,3595,3247,73,118,48,2,13,22,2,1,3,5,7,4,0,0,3,102,152
ZCTA5 95425,10841,10460,8326,55,214,115,15,32,29,14,5,9,11,12,6,1,1,4,1738,381
ZCTA5 95426,2147,2059,1959,15,33,14,0,5,3,4,0,0,2,3,2,0,0,1,35,88
ZCTA5 95427,459,447,426,1,7,3,0,1,1,1,0,0,0,0,0,0,0,0,10,12
ZCTA5 95428,2516,2324,1170,31,1014,17,1,5,4,1,0,0,6,0,0,0,0,0,92,192
ZCTA5 95429,70,62,53,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
ZCTA5 95430,44,44,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
ZCTA5 95431,631,629,557,38,1,25,0,9,7,6,0,0,3,2,0,0,1,1,6,2
ZCTA5 95432,426,396,375,2,6,6,0,1,2,2,0,0,1,1,1,0,0,0,6,30
ZCTA5 95435,82,82,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
ZCTA5 95436,5418,5234,4800,43,68,73,7,22,10,18,3,2,11,9,8,0,0,1,241,184
ZCTA5 95437,14799,14224,12033,129,275,203,11,50,46,29,23,9,35,17,6,6,2,3,1567,575
ZCTA5 95439,675,661,488,3,12,11,0,4,1,0,0,0,6,1,1,0,0,0,146,14
ZCTA5 95441,2014,1957,1497,8,25,19,11,3,2,2,1,0,0,1,1,0,0,0,407,57
ZCTA5 95442,3178,3058,2751,19,15,70,3,8,31,13,1,0,14,11,7,1,0,3,192,120
ZCTA5 95443,233,219,201,11,2,3,0,0,2,1,0,0,0,1,1,0,0,0,1,14
ZCTA5 95444,748,705,570,1,18,15,6,1,5,0,0,0,3,0,0,0,0,0,101,43
ZCTA5 95445,2093,2015,1766,7,17,20,0,6,10,2,1,0,1,8,1,6,1,0,197,78
ZCTA5 95446,4750,4537,4166,31,65,47,9,9,18,8,1,1,1,9,5,1,0,3,219,213
ZCTA5 95448,16852,16294,13006,107,262,212,19,54,35,35,28,9,32,30,2,2,1,25,2677,558
ZCTA5 95449,1507,1433,1017,7,168,14,5,4,1,1,3,0,0,3,1,0,1,1,224,74
ZCTA5 95450,387,375,359,3,3,4,0,3,0,0,0,0,1,0,0,0,0,0,6,12
ZCTA5 95451,11213,10802,8951,110,206,111,17,12,42,15,8,4,13,17,8,3,2,4,1407,411
ZCTA5 95452,1393,1360,1273,5,2,27,3,8,7,7,1,0,1,3,1,0,1,1,50,33
ZCTA5 95453,11256,10800,9064,117,565,164,24,34,61,5,3,16,21,12,3,1,2,6,878,456
ZCTA5 95454,2556,2431,1990,26,297,23,0,0,14,6,0,0,3,1,0,0,0,1,94,125
ZCTA5 95456,795,782,771,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,5,13
ZCTA5 95457,2893,2751,2441,63,36,20,5,2,10,1,1,1,0,3,0,3,0,0,188,142
ZCTA5 95458,3104,2912,2618,60,105,26,1,3,8,8,2,3,1,9,5,0,1,3,94,192
ZCTA5 95459,504,458,369,2,36,2,1,0,1,0,0,0,0,1,0,0,0,1,48,46
ZCTA5 95460,2285,2200,2144,11,11,17,1,7,2,5,0,0,2,1,0,0,0,1,16,85
ZCTA5 95461,3413,3258,2832,21,72,33,3,10,3,9,5,0,3,9,7,0,2,0,291,155
ZCTA5 95462,1417,1336,1280,10,10,16,3,0,3,6,0,1,3,1,1,0,0,0,19,81
ZCTA5 95463,169,163,149,0,3,4,0,0,0,3,0,0,1,0,0,0,0,0,7,6
ZCTA5 95464,2673,2538,2007,60,299,48,5,17,15,3,5,0,3,3,2,0,0,1,121,135
ZCTA5 95465,2083,2007,1880,9,24,30,1,11,1,5,5,1,6,1,1,0,0,0,63,76
ZCTA5 95466,946,934,675,3,18,5,0,0,5,0,0,0,0,0,0,0,0,0,233,12
ZCTA5 95467,5498,5309,4763,63,80,75,5,5,37,13,9,2,4,12,5,1,3,3,316,189
ZCTA5 95468,1258,1214,939,2,129,1,0,0,1,0,0,0,0,1,1,0,0,0,142,44
ZCTA5 95469,1767,1716,1464,6,51,6,0,1,0,0,1,2,2,1,0,0,0,1,188,51
ZCTA5 95470,6032,5816,4811,33,355,50,5,9,15,4,7,3,7,12,9,2,0,1,555,216
ZCTA5 95471,522,488,443,4,8,7,0,3,2,1,1,0,0,4,0,1,3,0,22,34
ZCTA5 95472,28255,27324,25406,224,197,465,32,97,69,173,26,16,52,45,11,5,8,21,987,931
ZCTA5 95476,35394,34291,28449,178,253,734,56,138,178,105,47,11,199,78,23,4,4,47,4599,1103
ZCTA5 95482,31808,30250,22504,274,1248,905,71,351,223,40,27,90,103,54,25,4,9,16,5265,1558
ZCTA5 95485,2557,2427,2107,22,127,18,0,5,8,0,1,0,4,5,5,0,0,0,148,130
ZCTA5 95486,62,57,56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5
ZCTA5 95488,280,259,247,1,3,3,0,2,0,0,0,0,1,0,0,0,0,0,5,21
ZCTA5 95490,13264,12628,10993,69,540,124,16,25,40,10,14,5,14,15,14,0,0,1,887,636
ZCTA5 95492,28532,27187,21113,238,615,832,116,151,174,68,58,129,136,55,12,10,12,21,4334,1345
ZCTA5 95493,198,196,191,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ZCTA5 95494,139,133,105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6
ZCTA5 95497,1305,1285,1220,15,3,10,2,2,1,5,0,0,0,0,0,0,0,0,37,20
ZCTA5 95501,23976,22625,19156,470,912,891,54,116,83,54,56,45,483,147,22,4,23,98,1049,1351
ZCTA5 95503,24152,22873,20104,251,765,898,67,91,114,62,31,23,510,77,26,1,12,38,778,1279
ZCTA5 95511,360,331,312,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,29
ZCTA5 95514,254,240,224,0,12,1,0,0,0,1,0,0,0,1,0,0,0,1,2,14
ZCTA5 95519,17432,16505,15006,112,781,225,11,61,44,46,22,6,35,18,6,3,4,5,363,927
ZCTA5 95521,20199,18942,16715,387,470,477,26,151,60,77,35,27,101,37,18,6,7,6,856,1257
ZCTA5 95524,1787,1713,1596,8,42,46,7,11,7,8,6,3,4,5,4,0,1,0,16,74
ZCTA5 95525,1733,1652,1485,6,116,15,2,1,1,3,5,1,2,4,3,0,1,0,26,81
ZCTA5 95526,378,361,324,1,31,3,0,0,1,2,0,0,0,0,0,0,0,0,2,17
ZCTA5 95527,627,593,559,1,27,4,0,0,0,1,0,0,3,0,0,0,0,0,2,34
ZCTA5 95528,1139,1103,1016,2,43,9,4,1,1,1,0,0,2,5,4,0,0,1,28,36
ZCTA5 95531,24528,23451,18416,970,1549,943,27,46,90,30,26,35,689,30,17,2,6,5,1543,1077
ZCTA5 95536,2849,2744,2574,9,59,29,1,6,8,5,2,5,2,2,0,0,0,2,71,105
ZCTA5 95537,276,257,210,6,13,21,0,2,0,0,2,0,17,1,1,0,0,0,6,19
ZCTA5 95540,13657,13021,11236,77,471,121,4,28,36,15,8,4,26,10,6,0,4,0,1106,636
ZCTA5 95542,2533,2438,2276,20,73,28,8,1,8,2,0,1,8,0,0,0,0,0,41,95
ZCTA5 95543,765,731,663,7,30,1,0,0,0,1,0,0,0,1,0,0,1,0,29,34
ZCTA5 95545,153,145,140,1,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,8
ZCTA5 95546,3494,3306,461,5,2811,5,0,0,2,0,0,0,3,6,6,0,0,0,18,188
ZCTA5 95547,1222,1166,1093,4,33,6,0,3,1,0,1,0,1,0,0,0,0,0,30,56
ZCTA5 95548,1373,1254,759,12,447,5,0,0,3,1,0,0,1,0,0,0,0,0,31,119
ZCTA5 95549,805,772,720,6,13,9,0,1,1,0,1,4,2,0,0,0,0,0,24,33
ZCTA5 95550,128,122,100,0,15,5,0,3,0,0,0,2,0,0,0,0,0,0,2,6
ZCTA5 95551,1739,1666,1346,12,177,12,0,3,0,1,5,0,3,7,6,0,0,1,112,73
ZCTA5 95552,697,663,615,1,30,2,0,1,1,0,0,0,0,0,0,0,0,0,15,34
ZCTA5 95553,1062,1017,942,4,22,8,0,3,0,4,0,0,1,1,1,0,0,0,40,45
ZCTA5 95554,533,497,456,0,27,9,0,2,4,2,0,0,1,1,1,0,0,0,4,36
ZCTA5 95555,410,388,337,0,42,0,0,0,0,0,0,0,0,3,3,0,0,0,6,22
ZCTA5 95556,605,530,342,0,175,8,6,0,1,0,1,0,0,0,0,0,0,0,5,75
ZCTA5 95558,425,407,388,4,4,5,0,3,2,0,0,0,0,0,0,0,0,0,6,18
ZCTA5 95559,182,164,158,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18
ZCTA5 95560,1648,1562,1433,36,48,12,3,2,3,0,0,2,2,3,0,0,1,2,30,86
ZCTA5 95562,3450,3279,2969,14,125,27,7,8,8,0,0,0,4,3,1,0,1,1,141,171
ZCTA5 95563,652,617,530,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35
ZCTA5 95564,462,419,368,2,11,1,0,0,0,0,0,0,1,0,0,0,0,0,37,43
ZCTA5 95565,1071,1027,868,6,45,3,0,0,0,0,0,0,3,9,2,0,7,0,96,44
ZCTA5 95567,1930,1862,1246,4,218,16,1,3,6,3,1,1,1,1,1,0,0,0,377,68
ZCTA5 95568,136,126,75,1,47,2,0,0,0,2,0,0,0,0,0,0,0,0,1,10
ZCTA5 95569,361,346,292,25,7,4,0,0,2,0,0,0,2,1,1,0,0,0,17,15
ZCTA5 95570,2579,2476,2249,13,160,30,3,11,5,5,2,0,4,2,0,1,0,1,22,103
ZCTA5 95571,271,256,240,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,3,15
ZCTA5 95573,1744,1629,1404,6,169,14,1,1,5,3,1,0,3,6,6,0,0,0,30,115
ZCTA5 95585,508,469,431,1,9,9,2,1,4,2,0,0,0,1,0,0,0,1,18,39
ZCTA5 95587,201,191,178,1,8,3,0,0,0,2,0,0,1,0,0,0,0,0,1,10
ZCTA5 95589,1612,1526,1442,17,13,17,0,2,4,2,3,1,5,2,0,1,1,0,35,86
ZCTA5 95595,262,235,215,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27
ZCTA5 95601,198,192,186,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,3,6
ZCTA5 95602,17509,17017,15752,106,166,275,13,74,96,48,9,7,28,14,5,3,1,5,704,492
ZCTA5 95603,27844,26795,24895,212,312,530,52,107,143,117,37,12,62,24,10,3,3,8,822,1049
ZCTA5 95604,75,73,71,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2
ZCTA5 95605,14179,13193,8262,617,325,1004,135,104,142,25,20,34,544,123,10,16,5,92,2862,986
ZCTA5 95606,196,193,136,2,43,3,0,0,3,0,0,0,0,0,0,0,0,0,9,3
ZCTA5 95607,431,411,336,5,8,7,0,0,4,0,2,0,1,0,0,0,0,0,55,20
ZCTA5 95608,59418,56143,47862,2997,506,2676,309,590,593,331,364,182,307,237,50,47,61,79,1865,3275
ZCTA5 95610,44147,41856,35188,1435,392,1401,122,179,550,144,100,105,201,181,37,61,24,59,3259,2291
ZCTA5 95612,1239,1186,939,2,9,48,0,10,4,29,1,0,4,1,0,0,0,1,187,53
ZCTA5 95614,3833,3701,3563,9,35,37,1,8,11,11,1,0,5,5,2,0,1,2,52,132
ZCTA5 95615,834,782,564,1,7,19,2,1,9,5,0,0,2,1,0,0,0,1,190,52
ZCTA5 95616,47032,44570,29696,1046,203,11069,1139,5283,745,636,1002,979,1285,104,16,22,10,56,2452,2462
ZCTA5 95618,27281,25697,17683,648,169,5955,785,2407,468,398,812,443,642,41,9,4,9,19,1201,1584
ZCTA5 95619,4842,4621,4179,22,85,33,10,3,10,5,2,0,3,5,3,2,0,0,297,221
ZCTA5 95620,20553,19465,14581,578,204,716,84,110,314,75,28,36,69,62,14,16,16,16,3324,1088
ZCTA5 95621,39819,37548,32083,1320,372,1440,280,149,510,140,80,105,176,198,21,45,34,98,2135,2271
ZCTA5 95623,3806,3684,3477,14,41,53,15,8,13,11,3,1,2,10,5,4,0,1,89,122
ZCTA5 95624,61989,57535,32368,5304,515,14682,2363,2460,3573,361,207,3542,2176,727,34,45,34,614,3939,4454
ZCTA5 95625,155,148,127,0,12,2,0,1,1,0,0,0,0,0,0,0,0,0,7,7
ZCTA5 95626,5975,5678,4839,130,87,226,8,29,41,7,7,11,123,50,2,5,6,37,346,297
ZCTA5 95627,3513,3386,2131,48,59,137,15,12,46,11,10,5,38,12,5,2,1,4,999,127
ZCTA5 95628,40196,38371,34531,891,330,1553,193,314,306,254,195,139,152,108,25,28,9,46,958,1825
ZCTA5 95629,832,810,773,0,7,2,0,1,0,1,0,0,0,0,0,0,0,0,28,22
ZCTA5 95630,72180,69162,53605,4140,426,9000,3801,1624,1128,347,734,463,903,173,37,32,3,101,1818,3018
ZCTA5 95631,6076,5874,5629,25,101,45,1,14,11,15,0,1,3,7,5,0,0,2,67,202
ZCTA5 95632,29269,27565,19889,536,441,1032,161,98,395,84,33,61,200,118,19,15,29,55,5549,1704
ZCTA5 95633,3349,3218,3096,8,48,21,0,3,8,5,0,3,2,3,2,0,0,1,42,131
ZCTA5 95634,3232,3130,2938,51,66,24,0,4,7,7,0,0,6,2,2,0,0,0,49,102
ZCTA5 95635,1262,1215,1124,18,22,16,0,3,8,2,2,0,1,0,0,0,0,0,35,47
ZCTA5 95636,1101,1037,983,6,14,7,0,3,1,1,0,0,2,2,2,0,0,0,25,64
ZCTA5 95637,370,359,274,36,2,1,0,1,0,0,0,0,0,1,0,0,0,1,45,11
ZCTA5 95638,2255,2149,1814,23,43,41,1,13,8,4,1,0,14,7,2,0,5,0,221,106
ZCTA5 95639,283,248,143,0,15,15,6,0,6,2,1,0,0,1,1,0,0,0,74,35
ZCTA5 95640,11353,10904,8807,829,256,138,14,19,39,13,9,9,35,33,14,3,4,12,841,449
ZCTA5 95641,1986,1886,1485,26,16,73,0,18,44,5,0,1,5,7,2,2,3,0,279,100
ZCTA5 95642,7164,6910,6414,33,138,91,4,13,36,20,2,12,4,10,7,0,2,1,224,254
ZCTA5 95645,2037,1935,1161,6,31,19,1,5,1,0,0,1,11,0,0,0,0,0,718,102
ZCTA5 95646,158,158,153,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 95648,47354,45405,38162,636,457,2729,493,294,1107,226,178,190,241,119,38,21,14,46,3302,1949
ZCTA5 95650,12447,11953,11195,57,134,330,43,48,48,142,9,13,27,19,3,5,0,11,218,494
ZCTA5 95651,637,615,590,2,3,6,0,2,1,0,2,0,1,0,0,0,0,0,14,22
ZCTA5 95652,739,654,463,99,13,27,4,3,8,1,1,0,10,21,0,7,3,11,31,85
ZCTA5 95653,527,496,241,1,8,2,0,1,0,1,0,0,0,3,3,0,0,0,241,31
ZCTA5 95655,4314,3967,2352,451,50,793,175,104,216,15,48,132,103,82,9,1,27,45,239,347
ZCTA5 95658,6285,6056,5686,29,75,127,9,19,21,61,13,2,2,5,1,1,1,2,134,229
